Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS
20201230_103359,53,1001.0,18.88679245283019,5.2947052947052944E-5
20201230_103400,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_103401,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103402,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103403,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103404,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103405,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103406,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103407,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103408,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103409,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103410,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103411,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103412,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_103413,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_103414,59,1000.0,16.949152542372882,5.9E-5
20201230_103415,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103416,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103417,59,1000.0,16.949152542372882,5.9E-5
20201230_103418,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_103419,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103420,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103421,59,1000.0,16.949152542372882,5.9E-5
20201230_103422,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103423,57,1001.0,17.56140350877193,5.6943056943056946E-5
20201230_103424,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103425,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_103426,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_103427,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_103428,57,1000.0,17.54385964912281,5.7E-5
