Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS
20201230_122057,54,1010.0,18.703703703703702,5.346534653465346E-5
20201230_122058,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122059,59,1000.0,16.949152542372882,5.9E-5
20201230_122100,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122101,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122102,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122103,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122104,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122105,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122106,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122107,59,1005.0,17.033898305084747,5.870646766169154E-5
20201230_122108,60,1014.0,16.9,5.9171597633136094E-5
20201230_122109,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122110,59,1000.0,16.949152542372882,5.9E-5
20201230_122111,59,1009.0,17.10169491525424,5.847373637264618E-5
20201230_122112,59,1010.0,17.11864406779661,5.8415841584158416E-5
20201230_122113,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122114,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122115,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122116,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122117,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122118,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122119,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122120,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122121,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122122,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122123,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122124,60,1003.0,16.716666666666665,5.982053838484546E-5
20201230_122125,60,1008.0,16.8,5.9523809523809524E-5
20201230_122126,60,1008.0,16.8,5.9523809523809524E-5
20201230_122127,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122128,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122129,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122130,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122131,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122132,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122133,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122134,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122135,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122136,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122137,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122138,59,1016.0,17.220338983050848,5.807086614173228E-5
20201230_122139,60,1003.0,16.716666666666665,5.982053838484546E-5
20201230_122140,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122141,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122142,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122143,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122144,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_122145,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122146,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122147,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122148,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122149,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122150,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122151,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122152,59,1000.0,16.949152542372882,5.9E-5
20201230_122153,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122154,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122155,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122156,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122157,60,1012.0,16.866666666666667,5.928853754940711E-5
20201230_122158,60,1006.0,16.766666666666666,5.964214711729622E-5
20201230_122159,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122200,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122201,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122202,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122203,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122204,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122205,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122206,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122207,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122208,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122209,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122210,58,1000.0,17.24137931034483,5.8E-5
20201230_122211,60,1002.0,16.7,5.988023952095808E-5
20201230_122212,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122213,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122214,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122215,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122216,57,1008.0,17.68421052631579,5.6547619047619046E-5
20201230_122217,60,1012.0,16.866666666666667,5.928853754940711E-5
20201230_122218,60,1018.0,16.966666666666665,5.893909626719057E-5
20201230_122219,60,1016.0,16.933333333333334,5.905511811023622E-5
20201230_122220,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122221,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122222,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122223,59,1004.0,17.016949152542374,5.876494023904383E-5
20201230_122224,60,1014.0,16.9,5.9171597633136094E-5
20201230_122225,58,1002.0,17.275862068965516,5.788423153692615E-5
20201230_122226,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122227,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122228,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122229,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122230,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122231,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122232,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122233,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122234,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122235,58,1000.0,17.24137931034483,5.8E-5
20201230_122236,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122237,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122238,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122239,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122240,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122241,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122242,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122243,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122244,59,1000.0,16.949152542372882,5.9E-5
20201230_122245,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_122246,59,1000.0,16.949152542372882,5.9E-5
20201230_122247,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122248,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122249,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122251,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122252,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122253,58,1000.0,17.24137931034483,5.8E-5
20201230_122254,60,1002.0,16.7,5.988023952095808E-5
20201230_122255,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122256,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122257,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122258,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122259,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122300,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122301,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122302,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122303,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122304,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122305,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122306,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_122307,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122308,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122309,59,1000.0,16.949152542372882,5.9E-5
20201230_122310,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_122311,57,1001.0,17.56140350877193,5.6943056943056946E-5
20201230_122312,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122313,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122314,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122315,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122316,58,1014.0,17.482758620689655,5.719921104536489E-5
20201230_122317,60,1005.0,16.75,5.9701492537313435E-5
20201230_122318,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122319,58,1000.0,17.24137931034483,5.8E-5
20201230_122320,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122321,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122322,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122323,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122324,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122325,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122326,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122327,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122328,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122329,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_122330,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122331,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_122332,58,1002.0,17.275862068965516,5.788423153692615E-5
20201230_122333,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122334,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122335,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122336,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122337,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122338,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122339,59,1000.0,16.949152542372882,5.9E-5
20201230_122340,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_122341,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122342,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122343,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122344,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_122345,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_122346,58,1000.0,17.24137931034483,5.8E-5
20201230_122347,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122348,60,1028.0,17.133333333333333,5.836575875486382E-5
20201230_122349,60,1007.0,16.783333333333335,5.958291956305859E-5
20201230_122350,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122351,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_122352,59,1001.0,16.966101694915253,5.8941058941058946E-5
