Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS
20201230_025259,56,1003.0,17.910714285714285,5.583250249252243E-5
20201230_025300,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_025301,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_025302,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025303,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025304,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025305,59,1000.0,16.949152542372882,5.9E-5
20201230_025306,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025307,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025308,60,1009.0,16.816666666666666,5.946481665014866E-5
20201230_025309,61,1010.0,16.557377049180328,6.039603960396039E-5
20201230_025310,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025311,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025312,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_025313,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025314,55,1001.0,18.2,5.4945054945054945E-5
20201230_025315,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025316,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025317,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025318,59,1000.0,16.949152542372882,5.9E-5
20201230_025319,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025320,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_025321,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_025322,60,1002.0,16.7,5.988023952095808E-5
20201230_025323,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025324,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_025325,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_025326,60,1013.0,16.883333333333333,5.9230009871668316E-5
20201230_025327,59,1006.0,17.050847457627118,5.864811133200795E-5
20201230_025328,59,1000.0,16.949152542372882,5.9E-5
20201230_025329,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_025330,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_025331,56,1024.0,18.285714285714285,5.46875E-5
20201230_025333,60,1011.0,16.85,5.934718100890208E-5
20201230_025334,59,1000.0,16.949152542372882,5.9E-5
