
--------------------------------------------------------------------------------
    MAR SECURITY - AUTOMATED TEST SUITE
--------------------------------------------------------------------------------


--------------------------------------------------------------------------------
    MAR SECURITY - TESTING APPLICATION: mugtracker3D_v2
--------------------------------------------------------------------------------

Application output directory created at: output/mugtracker3D_v2
Output will be written to file: sanityCheck3D.2019-11-11.203853.csv

Running test script with params: 
	 Application package name: 		 edu.temple.attack_prototypes.vuforia.v2_3d
	 Application local name: 		 mugtracker3D_v2
	 Run time (min): 			 10
	 Data collection interval (seconds): 	 5
	 Total number of trials: 		 120
	 Reading from image directory: 		 /Users/slehr/Projects/MAR_Security/scripts/imgs
	 Reading from image file list: 		 sanityCheck3D

  bash arg: -p
  bash arg: edu.temple.attack_prototypes.vuforia.v2_3d
  bash arg: 1
Events injected: 1
## Network stats: elapsed time=36ms (0ms mobile, 0ms wifi, 36ms not connected)

--------------------------------------------------------------------------------

App PID: 9403
Trial start time (ms): 1573522733866

TRIAL,ELAPSED_TIME_MS,IMG_FILE,CPU_PERC,MEM_PERC,EM_STOR_SIZE_KB,EM_STOR_AVAIL_KB,EM_STOR_USED_KB,EM_STOR_USE_PERC,APP_DIR_SIZE_KB,TOTAL_MEM_KB,FREE_MEM_KB,AVAIL_MEM_KB,FLAGS,UTIME,STIME,CUTIME,CSTIME,PRIORITY,NUM_THREADS,START_TIME,RSS
16,2795,blank.png,67.7,8.6,54725904,50593280,4132624,8,6100,3667952,85132,1385296,1077952832,4144,450,0,1,10,76,12925,79455
17,2770,blank.png,70.9,8.6,54725904,50593280,4132624,8,6100,3667952,84008,1384172,1077952832,4325,476,0,1,10,76,12925,79462
18,2750,blank.png,76.6,8.6,54725904,50593268,4132636,8,6100,3667952,85228,1385408,1077952832,4504,498,0,1,10,76,12925,80053
19,2766,blank.png,76.6,8.7,54725904,50593256,4132648,8,6100,3667952,90076,1385196,1077952832,4717,514,0,1,10,76,12925,80137
20,2763,blank.png,76.6,8.7,54725904,50593256,4132648,8,6100,3667952,89552,1384724,1077952832,4914,537,0,1,10,76,12925,80242
21,2757,blank.png,77.4,8.7,54725904,50593252,4132652,8,6100,3667952,88456,1383648,1077952832,5110,561,0,1,10,76,12925,80126
22,2779,blank.png,70.0,8.7,54725904,50593252,4132652,8,6100,3667952,90524,1385716,1077952832,5287,592,0,1,10,76,12925,80321
23,2742,blank.png,76.6,8.7,54725904,50593252,4132652,8,6100,3667952,89516,1384724,1077952832,5467,617,0,1,10,76,12925,80171
24,2750,blank.png,76.6,8.7,54725904,50593252,4132652,8,6100,3667952,88704,1383912,1077952832,5657,641,0,1,10,76,12925,80147
25,2788,blank.png,63.3,8.7,54725904,50593252,4132652,8,6100,3667952,88064,1383280,1077952832,5856,657,0,1,10,76,12925,80060
26,2793,blank.png,67.7,8.7,54725904,50593252,4132652,8,6100,3667952,88892,1384108,1077952832,6038,681,0,1,10,76,12925,79976
27,2748,blank.png,73.3,8.7,54725904,50593252,4132652,8,6100,3667952,94640,1389872,1077952832,6219,707,0,1,10,76,12925,79911
28,2744,blank.png,77.4,8.6,54725904,50593252,4132652,8,6100,3667952,90688,1385920,1077952832,6414,724,0,1,10,76,12925,79761
29,2756,blank.png,70.0,8.6,54725904,50593252,4132652,8,6100,3667952,92896,1388136,1077952832,6599,747,0,1,10,76,12925,79589
30,2759,blank.png,73.3,8.6,54725904,50593252,4132652,8,6100,3667952,94956,1390196,1077952832,6788,770,0,1,10,76,12925,79551
31,2842,shutterfly.jpg,67.7,8.6,54725904,50593252,4132652,8,6100,3667952,92300,1387544,1077952832,6986,793,0,1,10,78,12925,79514
32,2751,shutterfly.jpg,96.6,8.8,54725904,50593252,4132652,8,6100,3667952,86672,1382176,1077952832,7240,822,0,1,10,76,12925,81287
33,2753,shutterfly.jpg,100,8.8,54725904,50593252,4132652,8,6100,3667952,83668,1377756,1077952832,7479,847,0,1,10,76,12925,81913
34,2779,shutterfly.jpg,96.8,8.9,54725904,50593252,4132652,8,6100,3667952,88428,1379612,1077952832,7722,880,0,1,10,76,12925,81698
35,2757,shutterfly.jpg,87.0,8.8,54725904,50593252,4132652,8,6100,3667952,87756,1378940,1077952832,7967,903,0,1,10,76,12925,81517
36,2772,shutterfly.jpg,87.0,9.0,54725904,50593252,4132652,8,6100,3667952,87212,1378404,1077952832,8202,927,0,1,10,76,12925,82559
37,2787,shutterfly.jpg,96.7,9.0,54725904,50593252,4132652,8,6100,3667952,84584,1375844,1077952832,8447,955,0,1,10,76,12925,83104
38,2764,shutterfly.jpg,90.3,8.6,54725904,50593252,4132652,8,6100,3667952,96584,1379700,1077952832,8710,979,0,1,10,76,12925,79746
39,2742,shutterfly.jpg,90.3,9.0,54725904,50593248,4132656,8,6100,3667952,94184,1377296,1077952832,8955,1002,0,1,10,76,12925,83223
40,2772,shutterfly.jpg,93.3,9.0,54725904,50593248,4132656,8,6100,3667952,95900,1379012,1077952832,9194,1034,0,1,10,76,12925,83257
41,2768,shutterfly.jpg,100,9.1,54725904,50593248,4132656,8,6100,3667952,94036,1377156,1077952832,9441,1052,0,1,10,76,12925,83748
42,2783,shutterfly.jpg,103,9.1,54725904,50593248,4132656,8,6100,3667952,91884,1375004,1077952832,9685,1078,0,1,10,76,12925,83832
43,2762,shutterfly.jpg,93.5,9.1,54725904,50593248,4132656,8,6100,3667952,91704,1374824,1077952832,9939,1097,0,1,10,76,12925,83993
44,2773,shutterfly.jpg,90.3,9.1,54725904,50593248,4132656,8,6100,3667952,87336,1370472,1077952832,10204,1120,0,1,10,76,12925,82897
45,2770,shutterfly.jpg,96.7,9.0,54725904,50593244,4132660,8,6100,3667952,92616,1375760,1077952832,10442,1143,0,1,10,76,12925,83237
46,2765,shutterfly.jpg,96.7,9.0,54725904,50593244,4132660,8,6100,3667952,90016,1373160,1077952832,10672,1169,0,1,10,76,12925,83743
47,2742,shutterfly.jpg,96.7,9.1,54725904,50593244,4132660,8,6100,3667952,87812,1370964,1077952832,10903,1196,0,1,10,76,12925,84000
48,2757,shutterfly.jpg,83.8,9.2,54725904,50593244,4132660,8,6100,3667952,107684,1375724,1077952832,11199,1212,0,1,10,76,12925,84055
49,2791,shutterfly.jpg,87.5,9.1,54725904,50593244,4132660,8,6100,3667952,107400,1375440,1077952832,11444,1238,0,1,10,76,12925,84357
50,2773,shutterfly.jpg,90.6,9.1,54725904,50593244,4132660,8,6100,3667952,106372,1374428,1077952832,11689,1255,0,1,10,76,12925,84487
51,2757,shutterfly.jpg,93.7,9.1,54725904,50593244,4132660,8,6100,3667952,105680,1373736,1077952832,11937,1275,0,1,10,76,12925,84574
52,2765,shutterfly.jpg,81.2,9.2,54725904,50593244,4132660,8,6100,3667952,104276,1372336,1077952832,12171,1305,0,1,10,76,12925,84905
53,2781,shutterfly.jpg,90.6,9.2,54725904,50593240,4132664,8,6100,3667952,102600,1370664,1077952832,12414,1325,0,1,10,76,12925,84866
54,2782,shutterfly.jpg,90.3,9.2,54725904,50593196,4132708,8,6100,3667952,93428,1364776,1077952832,12649,1348,0,1,10,76,12925,85180
55,2770,shutterfly.jpg,93.5,9.2,54725904,50593196,4132708,8,6100,3667952,92064,1363420,1077952832,12887,1368,0,1,10,76,12925,85152
56,2795,shutterfly.jpg,106,9.3,54725904,50593196,4132708,8,6100,3667952,92292,1363656,1077952832,13130,1393,0,1,10,76,12925,85337
57,2768,shutterfly.jpg,100,9.3,54725904,50593196,4132708,8,6100,3667952,91684,1363120,1077952832,13385,1411,0,1,10,76,12925,85359
58,2810,shutterfly.jpg,93.5,9.3,54725904,50593196,4132708,8,6100,3667952,91512,1362956,1077952832,13645,1429,0,1,10,76,12925,85482
59,2795,shutterfly.jpg,96.8,9.1,54725904,50593196,4132708,8,6100,3667952,96516,1367960,1077952832,13902,1456,0,1,10,76,12925,83663
60,2805,shutterfly.jpg,84.3,9.1,54725904,50593196,4132708,8,6100,3667952,96540,1368120,1077952832,14148,1477,0,1,10,76,12925,83986
61,2836,friendship.jpg,125,9.1,54725904,50593196,4132708,8,6100,3667952,96384,1367972,1077952832,14424,1506,0,1,10,78,12925,85488
62,2781,friendship.jpg,125,9.6,54725904,50592600,4133304,8,6560,3667952,91216,1354508,1077952832,14764,1529,0,1,10,76,12925,89077
63,2785,friendship.jpg,103,9.6,54725904,50592328,4133576,8,7104,3667952,98848,1362312,1077952832,15069,1565,0,1,10,76,12925,86975
64,2776,friendship.jpg,119,9.7,54725904,50591920,4133984,8,7376,3667952,91092,1354972,1077952832,15365,1590,0,1,10,76,12925,89099
65,2808,friendship.jpg,121,9.2,54725904,50591512,4134392,8,7784,3667952,99012,1363308,1077952832,15679,1606,0,1,10,76,12925,86177
66,2774,friendship.jpg,109,9.5,54725904,50591240,4134664,8,8056,3667952,87376,1353432,1077952832,15977,1631,0,1,10,76,12925,90649
67,2780,friendship.jpg,103,9.5,54725904,50590696,4135208,8,8600,3667952,94300,1360628,1077952832,16268,1654,0,1,10,76,12925,87547
68,2773,friendship.jpg,128,9.7,54725904,50590428,4135476,8,8868,3667952,90896,1357576,1077952832,16559,1680,0,1,10,76,12925,90012
69,2785,friendship.jpg,118,9.4,54725904,50590020,4135884,8,9276,3667952,100052,1367476,1077952832,16852,1715,0,1,10,76,12925,87893
70,2772,friendship.jpg,125,9.7,54725904,50589748,4136156,8,9548,3667952,86368,1345924,1077952832,17178,1736,0,1,10,76,12925,90769
71,2794,friendship.jpg,100,9.1,54725904,50589204,4136700,8,10092,3667952,113448,1365880,1077952832,17468,1763,0,1,10,76,12925,83724
72,2799,friendship.jpg,115,9.3,54725904,50588796,4137108,8,10500,3667952,104308,1357456,1077952832,17752,1784,0,1,10,76,12925,85941
73,2784,friendship.jpg,115,9.5,54725904,50588524,4137380,8,10772,3667952,113124,1366548,1077952832,18055,1808,0,1,10,76,12925,87949
74,2786,friendship.jpg,90.6,9.9,54725904,50588252,4137652,8,11180,3667952,100540,1354380,1077952832,18366,1829,0,1,10,76,12925,90011
75,2795,friendship.jpg,112,9.6,54725904,50587704,4138200,8,11588,3667952,108980,1363236,1077952832,18659,1854,0,1,10,76,12925,88706
76,2790,friendship.jpg,125,9.8,54725904,50587296,4138608,8,11996,3667952,103800,1358476,1077952832,18954,1873,0,1,10,76,12925,89521
77,2771,friendship.jpg,93.7,9.6,54725904,50587024,4138880,8,12268,3667952,107328,1362344,1077952832,19262,1888,0,1,10,76,12925,89316
78,2763,friendship.jpg,96.7,9.8,54725904,50586616,4139288,8,12676,3667952,104016,1359312,1077952832,19550,1918,0,1,10,76,12925,87973
79,2791,friendship.jpg,122,9.6,54725904,50586208,4139696,8,13084,3667952,104824,1360900,1077952832,19832,1940,0,1,10,76,12925,88859
80,2776,friendship.jpg,209,9.8,54725904,50585800,4140104,8,13492,3667952,100528,1357020,1077952832,20200,1960,0,1,10,76,12925,89334
81,2772,friendship.jpg,100,9.3,54725904,50585528,4140376,8,13764,3667952,101328,1358100,1077952832,20492,1988,0,1,10,76,12925,87074
82,2797,friendship.jpg,96.8,9.2,54725904,50584984,4140920,8,14308,3667952,110456,1367504,1077952832,20773,2012,0,1,10,76,12925,84182
83,2775,friendship.jpg,121,9.7,54725904,50584712,4141192,8,14580,3667952,97744,1355352,1077952832,21034,2044,0,1,10,76,12925,89905
84,2774,friendship.jpg,115,9.5,54725904,50584304,4141600,8,14852,3667952,108372,1366392,1077952832,21329,2068,0,1,10,76,12925,87342
85,2774,friendship.jpg,96.7,9.7,54725904,50584032,4141872,8,15396,3667952,96468,1354772,1077952832,21614,2096,0,1,10,76,12925,90800
86,2783,friendship.jpg,106,9.5,54725904,50583488,4142416,8,15804,3667952,104904,1363712,1077952832,21906,2126,0,1,10,76,12925,87886
87,2817,friendship.jpg,125,9.7,54725904,50583212,4142692,8,16080,3667952,94208,1353348,1077952832,22209,2142,0,1,10,76,12925,90386
88,2783,friendship.jpg,106,9.4,54725904,50582936,4142968,8,16352,3667952,100456,1359904,1077952832,22506,2173,0,1,10,76,12925,88614
89,2770,friendship.jpg,90.6,9.8,54725904,50582528,4143376,8,16896,3667952,90364,1350228,1077952832,22792,2199,0,1,10,76,12925,90648
90,2756,friendship.jpg,128,9.5,54725904,50581984,4143920,8,17304,3667952,100736,1361152,1077952832,23092,2218,0,1,10,76,12925,88346
91,2858,both_mugs.jpg,140,9.8,54725904,50581712,4144192,8,17576,3667952,88196,1349228,1077952832,23398,2238,0,1,10,76,12925,90683
92,2788,both_mugs.jpg,100,9.3,54725904,50581712,4144192,8,17576,3667952,103936,1365056,1077952832,23688,2254,0,1,10,76,12925,86093
93,2792,both_mugs.jpg,93.7,9.3,54725904,50581712,4144192,8,17576,3667952,105356,1366476,1077952832,23934,2273,0,1,10,76,12925,86488
94,2778,both_mugs.jpg,100,9.4,54725904,50581712,4144192,8,17576,3667952,103768,1364896,1077952832,24179,2299,0,1,10,76,12925,86516
95,2778,both_mugs.jpg,100,9.4,54725904,50581712,4144192,8,17576,3667952,103060,1364188,1077952832,24435,2320,0,1,10,76,12925,86601
96,2779,both_mugs.jpg,93.7,9.4,54725904,50581708,4144196,8,17576,3667952,100540,1361668,1077952832,24694,2345,0,1,10,76,12925,87022
97,2814,both_mugs.jpg,84.3,9.5,54725904,50581708,4144196,8,17576,3667952,101820,1362952,1077952832,24961,2359,0,1,10,76,12925,87348
98,2787,both_mugs.jpg,96.8,9.5,54725904,50581704,4144200,8,17576,3667952,102100,1363244,1077952832,25216,2382,0,1,10,76,12925,87370
99,2797,both_mugs.jpg,87.5,9.5,54725904,50581704,4144200,8,17576,3667952,101592,1362736,1077952832,25465,2410,0,1,10,76,12925,87180
100,2778,both_mugs.jpg,140,9.5,54725904,50581704,4144200,8,17576,3667952,82404,1341164,1077952832,25742,2434,0,1,10,76,12925,87605
101,2791,both_mugs.jpg,96.8,9.6,54725904,50581704,4144200,8,17576,3667952,109596,1363428,1077952832,26006,2457,0,1,10,76,12925,88064
102,2776,both_mugs.jpg,100,9.5,54725904,50581704,4144200,8,17576,3667952,110464,1364296,1077952832,26271,2472,0,1,10,76,12925,88172
103,2793,both_mugs.jpg,96.8,9.6,54725904,50581704,4144200,8,17576,3667952,109088,1362920,1077952832,26529,2494,0,1,10,76,12925,88130
104,2780,both_mugs.jpg,93.7,9.5,54725904,50581704,4144200,8,17576,3667952,109836,1363668,1077952832,26797,2519,0,1,10,76,12925,87992
105,2735,both_mugs.jpg,96.8,9.5,54725904,50581704,4144200,8,17576,3667952,109860,1363692,1077952832,27044,2546,0,1,10,76,12925,87829
106,2742,both_mugs.jpg,93.7,9.6,54725904,50581704,4144200,8,17576,3667952,108132,1361968,1077952832,27299,2574,0,1,10,76,12925,88276
107,2759,both_mugs.jpg,93.7,9.6,54725904,50581704,4144200,8,17576,3667952,106824,1360660,1077952832,27537,2602,0,1,10,76,12925,88272
108,2770,both_mugs.jpg,100,9.6,54725904,50581704,4144200,8,17576,3667952,126544,1380380,1077952832,27775,2620,0,1,10,76,12925,88426
109,2777,both_mugs.jpg,93.7,9.6,54725904,50581704,4144200,8,17576,3667952,125944,1379796,1077952832,28007,2646,0,1,10,76,12925,88638
110,2768,both_mugs.jpg,90.6,9.7,54725904,50581704,4144200,8,17576,3667952,125516,1379392,1077952832,28267,2665,0,1,10,76,12925,89013
111,2744,both_mugs.jpg,100,9.6,54725904,50581704,4144200,8,17576,3667952,123896,1377764,1077952832,28503,2689,0,1,10,76,12925,88729
112,2780,both_mugs.jpg,93.7,9.6,54725904,50581704,4144200,8,17576,3667952,122088,1375964,1077952832,28746,2709,0,1,10,76,12925,88655
113,2753,both_mugs.jpg,103,9.6,54725904,50581704,4144200,8,17576,3667952,122132,1376008,1077952832,28988,2733,0,1,10,76,12925,89444
114,2780,both_mugs.jpg,93.7,9.7,54725904,50581704,4144200,8,17576,3667952,119472,1373348,1077952832,29232,2761,0,1,10,76,12925,89578
115,2789,both_mugs.jpg,96.7,9.7,54725904,50581704,4144200,8,17576,3667952,120260,1374136,1077952832,29471,2788,0,1,10,76,12925,89466
116,2802,both_mugs.jpg,90.9,9.7,54725904,50581704,4144200,8,17576,3667952,119124,1373000,1077952832,29723,2809,0,1,10,76,12925,89252
117,2806,both_mugs.jpg,90.9,9.6,54725904,50581704,4144200,8,17576,3667952,123988,1377864,1077952832,29975,2831,0,1,10,76,12925,88388
118,2788,both_mugs.jpg,90.6,9.6,54725904,50581700,4144204,8,17576,3667952,123312,1377192,1077952832,30210,2857,0,1,10,76,12925,88607
119,2774,both_mugs.jpg,93.7,9.6,54725904,50581700,4144204,8,17576,3667952,122992,1376872,1077952832,30459,2875,0,1,10,76,12925,88342
120,2794,both_mugs.jpg,78.1,9.6,54725904,50581700,4144204,8,17576,3667952,120528,1374416,1077952832,30707,2899,0,1,10,76,12925,88875
/storage/self/primary/Android/data/edu.temple.attack_prototypes.vuforia.v2_3d/files/: 126 files pulled. 15.1 MB/s (17625243 bytes in 1.112s)

--------------------------------------------------------------------------------
	 MAR SECURITY - APPLICATION TESTING TRIAL COMPLETE
--------------------------------------------------------------------------------
Output available: output/mugtracker3D_v2/sanityCheck3D.2019-11-11.203853.csv
Snapshots available: output/mugtracker3D_v2/snapshots/
--------------------------------------------------------------------------------

