RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
1,20201230_060456,57,1011,17.73684211,5.64E-05,5.64E+01
2,20201230_060457,59,1000,16.94915254,5.90E-05,5.90E+01
3,20201230_060458,60,1001,16.68333333,5.99E-05,5.99E+01
4,20201230_060459,59,1001,16.96610169,5.89E-05,5.89E+01
5,20201230_060500,57,1001,17.56140351,5.69E-05,5.69E+01
6,20201230_060501,59,1001,16.96610169,5.89E-05,5.89E+01
7,20201230_060502,59,1001,16.96610169,5.89E-05,5.89E+01
8,20201230_060503,60,1001,16.68333333,5.99E-05,5.99E+01
9,20201230_060504,60,1000,16.66666667,6.00E-05,6.00E+01
10,20201230_060505,60,1001,16.68333333,5.99E-05,5.99E+01
11,20201230_060506,60,1001,16.68333333,5.99E-05,5.99E+01
12,20201230_060507,60,1000,16.66666667,6.00E-05,6.00E+01
13,20201230_060508,59,1001,16.96610169,5.89E-05,5.89E+01
14,20201230_060509,60,1001,16.68333333,5.99E-05,5.99E+01
15,20201230_060510,60,1000,16.66666667,6.00E-05,6.00E+01
16,20201230_060511,59,1001,16.96610169,5.89E-05,5.89E+01
17,20201230_060512,60,1001,16.68333333,5.99E-05,5.99E+01
18,20201230_060513,60,1000,16.66666667,6.00E-05,6.00E+01
19,20201230_060514,60,1002,16.7,5.99E-05,5.99E+01
20,20201230_060515,60,1000,16.66666667,6.00E-05,6.00E+01
21,20201230_060516,60,1000,16.66666667,6.00E-05,6.00E+01
22,20201230_060517,60,1001,16.68333333,5.99E-05,5.99E+01
23,20201230_060518,60,1001,16.68333333,5.99E-05,5.99E+01
24,20201230_060519,60,1001,16.68333333,5.99E-05,5.99E+01
25,20201230_060520,60,1000,16.66666667,6.00E-05,6.00E+01
26,20201230_060521,60,1001,16.68333333,5.99E-05,5.99E+01
27,20201230_060522,60,1000,16.66666667,6.00E-05,6.00E+01
28,20201230_060523,59,1001,16.96610169,5.89E-05,5.89E+01
29,20201230_060524,60,1001,16.68333333,5.99E-05,5.99E+01
30,20201230_060525,59,1000,16.94915254,5.90E-05,5.90E+01
31,20201230_060526,59,1001,16.96610169,5.89E-05,5.89E+01
32,20201230_060527,60,1001,16.68333333,5.99E-05,5.99E+01
33,20201230_060528,58,1001,17.25862069,5.79E-05,5.79E+01
34,20201230_060529,58,1001,17.25862069,5.79E-05,5.79E+01
35,20201230_060530,60,1000,16.66666667,6.00E-05,6.00E+01
36,20201230_060531,59,1002,16.98305085,5.89E-05,5.89E+01
37,20201230_060532,60,1001,16.68333333,5.99E-05,5.99E+01
38,20201230_060533,60,1001,16.68333333,5.99E-05,5.99E+01
39,20201230_060534,59,1000,16.94915254,5.90E-05,5.90E+01
40,20201230_060535,60,1001,16.68333333,5.99E-05,5.99E+01
41,20201230_060536,59,1000,16.94915254,5.90E-05,5.90E+01
42,20201230_060537,57,1001,17.56140351,5.69E-05,5.69E+01
43,20201230_060538,60,1001,16.68333333,5.99E-05,5.99E+01
44,20201230_060539,59,1000,16.94915254,5.90E-05,5.90E+01
45,20201230_060540,60,1001,16.68333333,5.99E-05,5.99E+01
46,20201230_060541,60,1000,16.66666667,6.00E-05,6.00E+01
47,20201230_060542,60,1001,16.68333333,5.99E-05,5.99E+01
48,20201230_060543,60,1000,16.66666667,6.00E-05,6.00E+01
49,20201230_060544,60,1001,16.68333333,5.99E-05,5.99E+01
50,20201230_060545,59,1000,16.94915254,5.90E-05,5.90E+01
51,20201230_060546,59,1004,17.01694915,5.88E-05,5.88E+01
52,20201230_060547,60,1014,16.9,5.92E-05,5.92E+01
53,20201230_060548,60,1001,16.68333333,5.99E-05,5.99E+01
54,20201230_060549,59,1000,16.94915254,5.90E-05,5.90E+01
55,20201230_060550,60,1001,16.68333333,5.99E-05,5.99E+01
56,20201230_060551,60,1000,16.66666667,6.00E-05,6.00E+01
57,20201230_060552,59,1001,16.96610169,5.89E-05,5.89E+01
58,20201230_060553,60,1001,16.68333333,5.99E-05,5.99E+01
59,20201230_060554,60,1000,16.66666667,6.00E-05,6.00E+01
60,20201230_060555,59,1000,16.94915254,5.90E-05,5.90E+01
61,20201230_060556,59,1002,16.98305085,5.89E-05,5.89E+01
62,20201230_060557,60,1017,16.95,5.90E-05,5.90E+01
63,20201230_060558,60,1001,16.68333333,5.99E-05,5.99E+01
64,20201230_060559,59,1001,16.96610169,5.89E-05,5.89E+01
65,20201230_060600,59,1000,16.94915254,5.90E-05,5.90E+01
66,20201230_060601,60,1001,16.68333333,5.99E-05,5.99E+01
67,20201230_060602,59,1001,16.96610169,5.89E-05,5.89E+01
68,20201230_060603,58,1001,17.25862069,5.79E-05,5.79E+01
69,20201230_060604,60,1000,16.66666667,6.00E-05,6.00E+01
70,20201230_060605,57,1001,17.56140351,5.69E-05,5.69E+01
71,20201230_060606,59,1001,16.96610169,5.89E-05,5.89E+01
72,20201230_060607,58,1000,17.24137931,5.80E-05,5.80E+01
73,20201230_060608,59,1001,16.96610169,5.89E-05,5.89E+01
74,20201230_060609,60,1001,16.68333333,5.99E-05,5.99E+01
75,20201230_060610,59,1001,16.96610169,5.89E-05,5.89E+01
76,20201230_060611,59,1000,16.94915254,5.90E-05,5.90E+01
77,20201230_060612,60,1002,16.7,5.99E-05,5.99E+01
78,20201230_060613,60,1000,16.66666667,6.00E-05,6.00E+01
79,20201230_060614,59,1001,16.96610169,5.89E-05,5.89E+01
80,20201230_060615,59,1001,16.96610169,5.89E-05,5.89E+01
81,20201230_060616,60,1001,16.68333333,5.99E-05,5.99E+01
82,20201230_060617,59,1001,16.96610169,5.89E-05,5.89E+01
83,20201230_060618,59,1000,16.94915254,5.90E-05,5.90E+01
84,20201230_060619,59,1001,16.96610169,5.89E-05,5.89E+01
85,20201230_060620,59,1001,16.96610169,5.89E-05,5.89E+01
86,20201230_060621,59,1000,16.94915254,5.90E-05,5.90E+01
87,20201230_060622,59,1001,16.96610169,5.89E-05,5.89E+01
88,20201230_060623,59,1001,16.96610169,5.89E-05,5.89E+01
89,20201230_060624,59,1001,16.96610169,5.89E-05,5.89E+01
90,20201230_060625,59,1001,16.96610169,5.89E-05,5.89E+01
91,20201230_060626,59,1000,16.94915254,5.90E-05,5.90E+01
92,20201230_060627,59,1001,16.96610169,5.89E-05,5.89E+01
93,20201230_060628,59,1001,16.96610169,5.89E-05,5.89E+01
94,20201230_060629,59,1001,16.96610169,5.89E-05,5.89E+01
95,20201230_060630,58,1001,17.25862069,5.79E-05,5.79E+01
96,20201230_060631,59,1000,16.94915254,5.90E-05,5.90E+01
97,20201230_060632,60,1001,16.68333333,5.99E-05,5.99E+01
98,20201230_060633,59,1002,16.98305085,5.89E-05,5.89E+01
99,20201230_060634,60,1000,16.66666667,6.00E-05,6.00E+01
100,20201230_060635,59,1001,16.96610169,5.89E-05,5.89E+01
101,20201230_060636,59,1002,16.98305085,5.89E-05,5.89E+01
102,20201230_060637,60,1015,16.91666667,5.91E-05,5.91E+01
103,20201230_060638,60,1001,16.68333333,5.99E-05,5.99E+01
104,20201230_060639,59,1001,16.96610169,5.89E-05,5.89E+01
105,20201230_060640,59,1001,16.96610169,5.89E-05,5.89E+01
106,20201230_060641,59,1001,16.96610169,5.89E-05,5.89E+01
107,20201230_060642,59,1001,16.96610169,5.89E-05,5.89E+01
108,20201230_060643,59,1000,16.94915254,5.90E-05,5.90E+01
109,20201230_060644,59,1001,16.96610169,5.89E-05,5.89E+01
110,20201230_060645,59,1001,16.96610169,5.89E-05,5.89E+01
111,20201230_060647,59,1002,16.98305085,5.89E-05,5.89E+01
112,20201230_060648,59,1000,16.94915254,5.90E-05,5.90E+01
113,20201230_060649,57,1001,17.56140351,5.69E-05,5.69E+01
114,20201230_060650,59,1001,16.96610169,5.89E-05,5.89E+01
115,20201230_060651,59,1001,16.96610169,5.89E-05,5.89E+01
116,20201230_060652,59,1000,16.94915254,5.90E-05,5.90E+01
117,20201230_060653,59,1001,16.96610169,5.89E-05,5.89E+01
118,20201230_060654,58,1001,17.25862069,5.79E-05,5.79E+01
119,20201230_060655,59,1000,16.94915254,5.90E-05,5.90E+01
120,20201230_060656,59,1001,16.96610169,5.89E-05,5.89E+01
121,20201230_060657,59,1001,16.96610169,5.89E-05,5.89E+01
122,20201230_060658,59,1001,16.96610169,5.89E-05,5.89E+01
123,20201230_060659,60,1001,16.68333333,5.99E-05,5.99E+01
124,20201230_060700,59,1001,16.96610169,5.89E-05,5.89E+01
125,20201230_060701,59,1001,16.96610169,5.89E-05,5.89E+01
126,20201230_060702,59,1001,16.96610169,5.89E-05,5.89E+01
127,20201230_060703,59,1000,16.94915254,5.90E-05,5.90E+01
