RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
1,20201230_071157,58,1011,17.43103448,5.74E-05,5.74E+01
2,20201230_071158,58,1001,17.25862069,5.79E-05,5.79E+01
3,20201230_071159,60,1010,16.83333333,5.94E-05,5.94E+01
4,20201230_071200,60,1008,16.8,5.95E-05,5.95E+01
5,20201230_071201,59,1001,16.96610169,5.89E-05,5.89E+01
6,20201230_071202,60,1001,16.68333333,5.99E-05,5.99E+01
7,20201230_071203,60,1001,16.68333333,5.99E-05,5.99E+01
8,20201230_071204,60,1001,16.68333333,5.99E-05,5.99E+01
9,20201230_071205,60,1001,16.68333333,5.99E-05,5.99E+01
10,20201230_071206,60,1000,16.66666667,6.00E-05,6.00E+01
11,20201230_071207,59,1001,16.96610169,5.89E-05,5.89E+01
12,20201230_071208,59,1000,16.94915254,5.90E-05,5.90E+01
13,20201230_071209,60,1001,16.68333333,5.99E-05,5.99E+01
14,20201230_071210,59,1000,16.94915254,5.90E-05,5.90E+01
15,20201230_071211,60,1001,16.68333333,5.99E-05,5.99E+01
16,20201230_071212,60,1001,16.68333333,5.99E-05,5.99E+01
17,20201230_071213,59,1000,16.94915254,5.90E-05,5.90E+01
18,20201230_071214,59,1001,16.96610169,5.89E-05,5.89E+01
19,20201230_071215,60,1001,16.68333333,5.99E-05,5.99E+01
20,20201230_071216,60,1001,16.68333333,5.99E-05,5.99E+01
21,20201230_071217,59,1000,16.94915254,5.90E-05,5.90E+01
22,20201230_071218,59,1001,16.96610169,5.89E-05,5.89E+01
23,20201230_071219,60,1007,16.78333333,5.96E-05,5.96E+01
24,20201230_071220,60,1011,16.85,5.93E-05,5.93E+01
25,20201230_071221,59,1001,16.96610169,5.89E-05,5.89E+01
26,20201230_071222,59,1000,16.94915254,5.90E-05,5.90E+01
27,20201230_071223,60,1001,16.68333333,5.99E-05,5.99E+01
28,20201230_071224,57,1001,17.56140351,5.69E-05,5.69E+01
29,20201230_071225,59,1000,16.94915254,5.90E-05,5.90E+01
30,20201230_071226,58,1001,17.25862069,5.79E-05,5.79E+01
31,20201230_071227,60,1000,16.66666667,6.00E-05,6.00E+01
32,20201230_071228,59,1001,16.96610169,5.89E-05,5.89E+01
33,20201230_071229,57,1001,17.56140351,5.69E-05,5.69E+01
34,20201230_071230,56,1001,17.875,5.59E-05,5.59E+01
35,20201230_071231,58,1001,17.25862069,5.79E-05,5.79E+01
36,20201230_071232,58,1001,17.25862069,5.79E-05,5.79E+01
37,20201230_071233,59,1025,17.37288136,5.76E-05,5.76E+01
38,20201230_071234,60,1010,16.83333333,5.94E-05,5.94E+01
39,20201230_071235,60,1001,16.68333333,5.99E-05,5.99E+01
40,20201230_071236,60,1000,16.66666667,6.00E-05,6.00E+01
41,20201230_071237,60,1001,16.68333333,5.99E-05,5.99E+01
42,20201230_071238,60,1000,16.66666667,6.00E-05,6.00E+01
43,20201230_071239,60,1002,16.7,5.99E-05,5.99E+01
44,20201230_071240,60,1000,16.66666667,6.00E-05,6.00E+01
45,20201230_071241,59,1000,16.94915254,5.90E-05,5.90E+01
46,20201230_071242,60,1001,16.68333333,5.99E-05,5.99E+01
47,20201230_071243,60,1001,16.68333333,5.99E-05,5.99E+01
48,20201230_071244,60,1000,16.66666667,6.00E-05,6.00E+01
49,20201230_071245,59,1000,16.94915254,5.90E-05,5.90E+01
50,20201230_071246,59,1001,16.96610169,5.89E-05,5.89E+01
51,20201230_071247,59,1001,16.96610169,5.89E-05,5.89E+01
52,20201230_071248,60,1001,16.68333333,5.99E-05,5.99E+01
53,20201230_071249,60,1000,16.66666667,6.00E-05,6.00E+01
54,20201230_071250,59,1001,16.96610169,5.89E-05,5.89E+01
55,20201230_071251,59,1001,16.96610169,5.89E-05,5.89E+01
56,20201230_071252,60,1000,16.66666667,6.00E-05,6.00E+01
57,20201230_071253,60,1001,16.68333333,5.99E-05,5.99E+01
58,20201230_071254,60,1000,16.66666667,6.00E-05,6.00E+01
59,20201230_071255,57,1001,17.56140351,5.69E-05,5.69E+01
60,20201230_071256,59,1001,16.96610169,5.89E-05,5.89E+01
61,20201230_071257,60,1001,16.68333333,5.99E-05,5.99E+01
62,20201230_071258,59,1001,16.96610169,5.89E-05,5.89E+01
63,20201230_071259,59,1001,16.96610169,5.89E-05,5.89E+01
64,20201230_071300,60,1000,16.66666667,6.00E-05,6.00E+01
65,20201230_071301,60,1001,16.68333333,5.99E-05,5.99E+01
66,20201230_071302,60,1000,16.66666667,6.00E-05,6.00E+01
67,20201230_071303,60,1002,16.7,5.99E-05,5.99E+01
68,20201230_071304,60,1000,16.66666667,6.00E-05,6.00E+01
69,20201230_071305,59,1001,16.96610169,5.89E-05,5.89E+01
70,20201230_071306,59,1000,16.94915254,5.90E-05,5.90E+01
71,20201230_071307,60,1001,16.68333333,5.99E-05,5.99E+01
72,20201230_071308,59,1001,16.96610169,5.89E-05,5.89E+01
73,20201230_071309,59,1001,16.96610169,5.89E-05,5.89E+01
74,20201230_071310,60,1000,16.66666667,6.00E-05,6.00E+01
75,20201230_071311,57,1001,17.56140351,5.69E-05,5.69E+01
76,20201230_071312,59,1001,16.96610169,5.89E-05,5.89E+01
77,20201230_071313,59,1001,16.96610169,5.89E-05,5.89E+01
78,20201230_071314,58,1001,17.25862069,5.79E-05,5.79E+01
79,20201230_071315,60,1025,17.08333333,5.85E-05,5.85E+01
80,20201230_071316,60,1009,16.81666667,5.95E-05,5.95E+01
81,20201230_071317,60,1001,16.68333333,5.99E-05,5.99E+01
82,20201230_071318,60,1001,16.68333333,5.99E-05,5.99E+01
83,20201230_071319,60,1001,16.68333333,5.99E-05,5.99E+01
84,20201230_071321,60,1018,16.96666667,5.89E-05,5.89E+01
