RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
1,20201230_100830,52,1001,19.25,5.19E-05,5.19E+01
2,20201230_100831,59,1000,16.94915254,5.90E-05,5.90E+01
3,20201230_100832,58,1001,17.25862069,5.79E-05,5.79E+01
4,20201230_100833,59,1000,16.94915254,5.90E-05,5.90E+01
5,20201230_100834,59,1001,16.96610169,5.89E-05,5.89E+01
6,20201230_100835,59,1000,16.94915254,5.90E-05,5.90E+01
7,20201230_100836,60,1001,16.68333333,5.99E-05,5.99E+01
8,20201230_100837,59,1001,16.96610169,5.89E-05,5.89E+01
9,20201230_100838,60,1000,16.66666667,6.00E-05,6.00E+01
10,20201230_100839,60,1001,16.68333333,5.99E-05,5.99E+01
11,20201230_100840,59,1001,16.96610169,5.89E-05,5.89E+01
12,20201230_100841,60,1000,16.66666667,6.00E-05,6.00E+01
13,20201230_100842,60,1001,16.68333333,5.99E-05,5.99E+01
14,20201230_100843,59,1000,16.94915254,5.90E-05,5.90E+01
15,20201230_100844,60,1000,16.66666667,6.00E-05,6.00E+01
16,20201230_100845,60,1024,17.06666667,5.86E-05,5.86E+01
17,20201230_100846,60,1011,16.85,5.93E-05,5.93E+01
18,20201230_100847,60,1001,16.68333333,5.99E-05,5.99E+01
19,20201230_100848,59,1001,16.96610169,5.89E-05,5.89E+01
20,20201230_100849,60,1015,16.91666667,5.91E-05,5.91E+01
21,20201230_100850,60,1000,16.66666667,6.00E-05,6.00E+01
22,20201230_100851,59,1001,16.96610169,5.89E-05,5.89E+01
23,20201230_100852,58,1001,17.25862069,5.79E-05,5.79E+01
24,20201230_100853,60,1000,16.66666667,6.00E-05,6.00E+01
25,20201230_100854,59,1000,16.94915254,5.90E-05,5.90E+01
26,20201230_100855,60,1001,16.68333333,5.99E-05,5.99E+01
27,20201230_100856,60,1000,16.66666667,6.00E-05,6.00E+01
28,20201230_100857,56,1001,17.875,5.59E-05,5.59E+01
29,20201230_100858,60,1000,16.66666667,6.00E-05,6.00E+01
30,20201230_100859,60,1001,16.68333333,5.99E-05,5.99E+01
31,20201230_100900,60,1017,16.95,5.90E-05,5.90E+01
32,20201230_100901,60,1000,16.66666667,6.00E-05,6.00E+01
33,20201230_100902,60,1001,16.68333333,5.99E-05,5.99E+01
34,20201230_100903,59,1001,16.96610169,5.89E-05,5.89E+01
35,20201230_100904,58,1001,17.25862069,5.79E-05,5.79E+01
36,20201230_100905,59,1001,16.96610169,5.89E-05,5.89E+01
37,20201230_100906,60,1000,16.66666667,6.00E-05,6.00E+01
38,20201230_100907,59,1001,16.96610169,5.89E-05,5.89E+01
39,20201230_100908,60,1000,16.66666667,6.00E-05,6.00E+01
40,20201230_100909,60,1000,16.66666667,6.00E-05,6.00E+01
41,20201230_100910,59,1001,16.96610169,5.89E-05,5.89E+01
42,20201230_100911,59,1000,16.94915254,5.90E-05,5.90E+01
43,20201230_100912,60,1000,16.66666667,6.00E-05,6.00E+01
44,20201230_100913,60,1001,16.68333333,5.99E-05,5.99E+01
45,20201230_100914,60,1001,16.68333333,5.99E-05,5.99E+01
46,20201230_100915,60,1000,16.66666667,6.00E-05,6.00E+01
47,20201230_100916,60,1013,16.88333333,5.92E-05,5.92E+01
48,20201230_100917,61,1004,16.45901639,6.08E-05,6.08E+01
49,20201230_100918,60,1001,16.68333333,5.99E-05,5.99E+01
50,20201230_100919,59,1000,16.94915254,5.90E-05,5.90E+01
51,20201230_100920,58,1001,17.25862069,5.79E-05,5.79E+01
52,20201230_100921,60,1000,16.66666667,6.00E-05,6.00E+01
53,20201230_100922,60,1000,16.66666667,6.00E-05,6.00E+01
54,20201230_100923,60,1000,16.66666667,6.00E-05,6.00E+01
55,20201230_100924,60,1001,16.68333333,5.99E-05,5.99E+01
56,20201230_100925,60,1001,16.68333333,5.99E-05,5.99E+01
57,20201230_100926,56,1000,17.85714286,5.60E-05,5.60E+01
58,20201230_100927,60,1000,16.66666667,6.00E-05,6.00E+01
59,20201230_100928,60,1001,16.68333333,5.99E-05,5.99E+01
60,20201230_100929,60,1000,16.66666667,6.00E-05,6.00E+01
61,20201230_100930,60,1001,16.68333333,5.99E-05,5.99E+01
62,20201230_100931,60,1000,16.66666667,6.00E-05,6.00E+01
63,20201230_100932,59,1001,16.96610169,5.89E-05,5.89E+01
64,20201230_100933,60,1000,16.66666667,6.00E-05,6.00E+01
65,20201230_100934,59,1001,16.96610169,5.89E-05,5.89E+01
66,20201230_100935,59,1000,16.94915254,5.90E-05,5.90E+01
67,20201230_100936,60,1001,16.68333333,5.99E-05,5.99E+01
68,20201230_100937,59,1001,16.96610169,5.89E-05,5.89E+01
69,20201230_100938,60,1001,16.68333333,5.99E-05,5.99E+01
70,20201230_100939,60,1000,16.66666667,6.00E-05,6.00E+01
71,20201230_100940,59,1001,16.96610169,5.89E-05,5.89E+01
72,20201230_100941,59,1000,16.94915254,5.90E-05,5.90E+01
73,20201230_100942,59,1001,16.96610169,5.89E-05,5.89E+01
