Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS
20201230_060023,58,1012.0,17.448275862068964,5.731225296442688E-5
20201230_060024,58,1000.0,17.24137931034483,5.8E-5
20201230_060025,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060026,59,1002.0,16.983050847457626,5.888223552894212E-5
20201230_060027,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_060028,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060029,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060030,58,1000.0,17.24137931034483,5.8E-5
20201230_060031,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060032,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060033,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_060034,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060035,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060036,59,1000.0,16.949152542372882,5.9E-5
20201230_060037,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060038,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060039,59,1000.0,16.949152542372882,5.9E-5
20201230_060040,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060041,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_060042,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060043,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060044,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060045,59,1000.0,16.949152542372882,5.9E-5
20201230_060046,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060047,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_060048,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060049,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_060050,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_060051,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060052,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060053,60,1000.0,16.666666666666668,5.9999999999999995E-5
20201230_060054,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060055,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060056,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060057,59,1001.0,16.966101694915253,5.8941058941058946E-5
20201230_060058,60,1001.0,16.683333333333334,5.994005994005995E-5
20201230_060059,58,1001.0,17.25862068965517,5.7942057942057946E-5
20201230_060100,59,1000.0,16.949152542372882,5.9E-5
